qid,ans,label
1616,"Pupillography is a test that measures the response of the pupils to light stimuli, and RAPD (Relative Afferent Pupillary Defect) is a condition in which pupils respond differently to light stimuli shone in one eye at a time due to unilateral or asymmetrical disease of the retina or optic nerve.",0
1616,"Pupillography is a test that measures the response of the pupils to light stimuli, and RAPD (Relative Afferent Pupillary Defect) is a condition in which pupils respond differently to light stimuli shone in one eye at a time due to unilateral or asymmetrical disease of the retina or optic nerve.",0
1617,"Diabetes is the most common cause of burning feet, often due to neuropathy and damaged nerve fibers.",2
1617,Burning feet are caused by poor circulation and lack of blood flow.,0
1617,"Burning feet are a symptom of an autoimmune disorder, such as lupus.",0
1617,Burning feet are a result of an allergic reaction to certain foods or medications.,0
1617,"Burning feet are caused by a vitamin deficiency, specifically a lack of vitamin B12.",0
1618,"Differential reproduction occurs when individuals with advantageous traits have a higher reproductive success, leading to an increase in the proportion of their genes in the population over time.",2
1618,"Differential reproduction is the process by which individuals with disadvantageous traits have a lower reproductive success, causing a decrease in the proportion of their genes in the population.",0
1618,"Differential reproduction is the process by which individuals with advantageous traits have a higher reproductive success, leading to an increase in the proportion of their genes in the population over time.",0
1618,"Differential reproduction is the process by which individuals with disadvantageous traits have a lower reproductive success, causing a decrease in the proportion of their genes in the population.",0
1618,"Differential reproduction is the process by which individuals with advantageous traits have a higher reproductive success, leading to an increase in the proportion of their genes in the population over time.",0
1619,"Cerebral palsy is caused by an abnormality or disruption in brain development, usually before a child is born.",2
1619,Cerebral palsy is caused by a lack of oxygen during birth.,0
1619,Cerebral palsy is caused by a head injury during childhood.,0
1619,Cerebral palsy is caused by a genetic disorder.,0
1619,Cerebral palsy is caused by a viral infection during pregnancy.,0
1620,"Foot and mouth disease is highly contagious and can be transmitted through direct contact with infected animals, their saliva, or contaminated surfaces.",2
1620,Foot and mouth disease is a genetic disease caused by a defective gene.,0
1620,Foot and mouth disease is only transmitted through the air.,0
1620,Foot and mouth disease is not contagious at all.,0
1620,Foot and mouth disease is transmitted through the fecal-oral route.,0
1621,"The antrum of the stomach (gastric antrum) is a portion before the outlet, which is lined by mucosa and does not produce acid.",2
1621,The antrum of the stomach is a part of the small intestine.,0
1621,"The antrum of the stomach is a portion after the outlet, which is lined by mucosa and does not produce acid.",0
1621,The antrum of the stomach is a part of the large intestine.,0
1621,"The antrum of the stomach is a portion before the outlet, which is lined by mucosa and produces acid.",0
1622,"Paralysis is the loss of muscle function for one or more muscles, which can be accompanied by sensory loss in the affected area if there is sensory damage as well.",2
1622,Paralysis is a condition that only affects the muscles and does not involve sensory loss.,0
1622,Paralysis is a congenital defect that only occurs in newborns due to Spina Bifida.,0
1622,Paralysis is a temporary condition that can be treated with medication and physical therapy.,0
1622,Paralysis is a result of a spinal cord injury that affects the entire body.,0
1623,"Borderline personality disorder (BPD) is a long-term pattern of abnormal behavior characterized by unstable relationships, self-image, and emotions.",2
1623,BPD is a mental disorder that only affects women.,0
1623,BPD is a short-term condition that can be easily treated with medication.,0
1623,BPD is a personality disorder that only affects people in their 20s.,0
1623,BPD is a psychological condition that only affects people with a history of trauma.,0
1624,The immune system defends against disease and destroys cancerous cells.,2
1624,The digestive system defends against disease and destroys cancerous cells.,0
1624,The respiratory system defends against disease and destroys cancerous cells.,0
1624,The circulatory system defends against disease and destroys cancerous cells.,0
1624,The nervous system defends against disease and destroys cancerous cells.,0
1625,"Face paralysis is a condition where the muscles in the face become weak or immobile, causing difficulty in facial expressions and movement.",2
1625,Face paralysis is a rare condition that only affects a small percentage of the population.,0
1625,Face paralysis is caused by a traumatic injury to the face.,0
1625,Face paralysis is a temporary condition that can be treated with medication.,0
1625,Face paralysis is a result of a stroke that affects the facial nerves.,0
1626,Cellular immunity uses helper cells and killer cells to identify and destroy abnormal cells.,2
1626,Humoral immunity uses helper cells and killer cells to identify and destroy abnormal cells.,0
1626,Innate immunity uses helper cells and killer cells to identify and destroy abnormal cells.,0
1626,Adaptive immunity uses helper cells and killer cells to identify and destroy abnormal cells.,0
1626,Congenital immunity uses helper cells and killer cells to identify and destroy abnormal cells.,0
1627,A negative test result means there is no detectable amount of protein in the urine at the time of testing.,2
1627,Protein detected in a random urine sample always indicates a medical condition.,0
1627,Protein in a urine sample is always a sign of kidney damage.,0
1627,Protein in a urine sample is always a sign of a urinary tract infection.,0
1627,Protein in a urine sample is always a sign of pregnancy.,0
1628,"Night leg cramps are often related to muscle fatigue and nerve problems, with an increased risk in older individuals and pregnant women.",2
1628,Night leg cramps are caused by a lack of exercise during the day.,0
1628,Night leg cramps are a result of dehydration.,0
1628,Night leg cramps are a sign of an underlying medical condition.,0
1628,Night leg cramps are caused by an imbalance in electrolytes.,0
1629,Your daughter's constant blinking could be a nervous tic or a manifestation of self-consciousness and underlying anxiety.,2
1629,Her blinking could be a sign of an eye infection or dryness.,0
1629,It might indicate that she is trying to avoid eye contact or is uncomfortable in social situations.,0
1629,It could be a side effect of medication she is taking.,0
1629,Her blinking could be a result of a neurological condition or a symptom of a more serious medical issue.,0
1630,"Chest pain, voice change, and cough",2
1630,Laryngeal compression leading to stridor,0
1630,Decreased cardiac output due to tension pneumomediastinum,0
1630,"Rarely, gas embolism has been reported",0
1630,Symptoms of pneumomediastinum are not related to cardiac output,0
1631,"Carotid angioplasty is a minimally invasive procedure that involves the use of a balloon catheter to widen narrowed or obstructed carotid arteries, typically to treat carotid artery stenosis.",2
1631,Carotid angioplasty is a surgical procedure that involves the removal of plaque from the carotid arteries.,0
1631,Carotid angioplasty is a non-surgical procedure that involves the use of a stent to widen narrowed or obstructed carotid arteries.,0
1631,Carotid angioplasty is a surgical procedure that involves the use of a balloon catheter to widen narrowed or obstructed carotid arteries.,0
1631,"Carotid angioplasty is a non-surgical procedure that involves the use of a stent to widen narrowed or obstructed carotid arteries, typically to treat carotid artery stenosis.",0
1632,Totipotency is the ability of a single cell to divide and produce all of the differentiated cells in an organism.,2
1632,Totipotency refers to the ability of a single cell to differentiate into any type of cell in the body.,0
1632,Totipotency is the stage in which a cell can differentiate into any type of cell in the body.,0
1632,"Totipotency is the ability of a single cell to divide and produce all of the differentiated cells in an organism, including spores and zygotes.",0
1632,"Totipotency is the ability of a single cell to divide and produce all of the differentiated cells in an organism, with spores and zygotes being examples of totipotent cells.",0
1633,Alendronate is used to treat and prevent osteoporosis.,2
1633,Alendronate is used to treat high blood pressure.,0
1633,Alendronate is used to treat heart disease.,0
1633,Alendronate is used to treat diabetes.,0
1633,Alendronate is used to treat asthma.,0
1634,"Carcinomas, sarcomas, myelomas, lymphomas, and leukemias are the five basic categories of malignancies.",2
1634,All cancers are carcinomas.,0
1634,Sarcomas are the most common type of cancer.,0
1634,Myelomas are a rare type of cancer.,0
1634,Lymphomas are a type of cancer that affects the immune system.,0
1635,Peripheral iridotomy is a surgical procedure used to create a small hole in the iris to relieve pupillary block and treat angle-closure glaucoma.,2
1635,Peripheral iridotomy is a procedure that involves removing the iris to treat angle-closure glaucoma.,0
1635,Peripheral iridotomy is a procedure that involves injecting a laser into the iris to treat angle-closure glaucoma.,0
1635,"Peripheral iridotomy is a procedure that involves removing the iris to treat angle-closure glaucoma, but it is not the preferred method.",0
1635,"Peripheral iridotomy is a procedure that involves injecting a laser into the iris to treat angle-closure glaucoma, but it is not the preferred method.",0
1636,"A sprained wrist occurs when the ligaments in the wrist are stretched or torn due to a sudden force or movement, causing pain and swelling.",2
1636,"A sprained wrist is caused by a fall or sudden impact, resulting in a fracture of the wrist bones.",0
1636,A sprained wrist can be treated by immobilizing the wrist in a splint or cast for several weeks.,0
1636,A sprained wrist can be prevented by wearing wrist guards during sports activities.,0
1636,A sprained wrist can be treated with over-the-counter pain medications and anti-inflammatory drugs.,0
1637,"The signs of withdrawal from drugs include hallucinations, confusion, fever, and seizures, with alcohol, benzodiazepines, and opiates being the most associated with fatality during the withdrawal process.",2
1637,Withdrawal symptoms are only experienced by people who have been using drugs for a long time.,0
1637,Withdrawal symptoms are only experienced by people who have been using drugs for a long time and are not associated with any specific drugs.,0
1637,"Withdrawal symptoms are only experienced by people who have been using drugs for a long time and are not associated with any specific drugs, but they are not life-threatening.",0
1637,"Withdrawal symptoms are only experienced by people who have been using drugs for a long time and are not associated with any specific drugs, but they are not life-threatening and can be managed with proper medical care.",0
1638,"Degeneration of the disc increases the risk of herniation, which can cause sciatica when nerves are irritated.",2
1638,Sciatica is always caused by a herniated disc.,0
1638,Sciatica is a condition that only affects the lower back.,0
1638,Sciatica is a result of a herniated disc in the neck.,0
1638,Sciatica is a condition that only affects the neck.,0
1639,"The right internal jugular vein is located on the right side of the neck, running from the base of the skull to the superior vena cava.",2
1639,The right internal jugular vein is located on the left side of the neck.,0
1639,The right internal jugular vein is located in the chest cavity.,0
1639,The right internal jugular vein is located in the abdominal cavity.,0
1639,The right internal jugular vein is located in the pelvic cavity.,0
1640,"Smoking tobacco is the primary cause of lung cancer, with more than 80% of cases being attributed to smoking.",2
1640,Lung cancer is primarily caused by exposure to air pollution.,0
1640,Lung cancer is mainly caused by genetic factors.,0
1640,Lung cancer is primarily caused by exposure to secondhand smoke.,0
1640,Lung cancer is primarily caused by exposure to radon gas.,0
1641,"Asthma, gastroesophageal reflux disease (GERD), and upper airway cough syndrome (related to postnasal drip) are the most common causes of chronic cough in adults.",2
1641,Smoking is the primary cause of chronic cough in adults.,0
1641,Chronic cough is always caused by an underlying medical condition.,0
1641,Chronic cough is only caused by asthma in adults.,0
1641,Chronic cough is a rare condition in adults.,0
1642,"Organs donated by deceased donors are transplanted into recipients who need them, while organs donated by living donors are transplanted into recipients who need them as well.",2
1642,Organs are donated to medical research facilities for scientific studies.,0
1642,Organs are donated to medical schools for teaching purposes.,0
1642,Organs are donated to pharmaceutical companies for drug development.,0
1642,Organs are donated to zoos for animal transplantation.,0
1643,Many STDs in women do not cause specific symptoms.,2
1643,STDs are only transmitted through sexual intercourse.,0
1643,All STDs can be cured with antibiotics.,0
1643,STDs are only transmitted through oral sex.,0
1643,STDs are not a serious health concern for women.,0
1644,"Monocytes may be elevated due to stress, which can cause a high monocyte count.",2
1644,"Monocytes are only found in the blood, so they cannot be elevated in other bodily fluids.",0
1644,"Monocytes are not involved in the immune system, so they cannot be elevated during an infection.",0
1644,"Monocytes are not related to tissue growth and repair, so they cannot be elevated following an injury.",0
1644,"Monocytes are not counted as part of a diagnostic blood test, so they cannot be elevated in a blood test.",0
1645,A heterozygote is an organism that has two different alleles of a gene.,2
1645,A heterozygote is an individual with two identical alleles of a gene.,0
1645,A heterozygote is an organism with two dominant alleles of a gene.,0
1645,A heterozygote is an organism with two recessive alleles of a gene.,0
1645,A heterozygote is an organism with two homozygous alleles of a gene.,0
1646,"Home dialysis is a convenient, comfortable treatment option for those with end-stage renal disease (ESRD), providing a safe and effective alternative to outpatient dialysis treatments.",2
1646,Home dialysis is a less effective treatment option compared to outpatient dialysis.,0
1646,"Home dialysis requires a complex and expensive setup, making it less accessible for patients.",0
1646,Home dialysis is only suitable for patients with mild end-stage renal disease.,0
1646,"Home dialysis is a temporary treatment option, and patients must eventually transition to outpatient dialysis treatments.",0
1647,A positive nitrite test in urine indicates the presence of an adulterant or a medical health issue.,2
1647,A negative nitrite test always indicates a healthy urine sample.,0
1647,A positive nitrite test is only indicative of urine adulteration.,0
1647,A positive nitrite test is always a sign of a medical health issue.,0
1647,A positive nitrite test is not related to the presence of adulterants in urine.,0
1648,"Alcohol withdrawal can last anywhere from a couple of weeks to a couple of months, depending on the amount and frequency of alcohol consumption.",2
1648,"Alcohol withdrawal typically lasts for only a few days, as the body quickly adapts to the absence of alcohol.",0
1648,Alcohol withdrawal symptoms are only experienced by heavy drinkers and last for a few weeks at most.,0
1648,Alcohol withdrawal symptoms are only experienced by light drinkers and last for a few days at most.,0
1648,Alcohol withdrawal symptoms are only experienced by those who have been drinking for a long time and last for several months.,0
1649,"An audiologist is a healthcare professional who specializes in diagnosing, treating, and managing hearing and balance disorders.",2
1649,"An audiologist is a doctor who focuses on ear, nose, and throat issues.",0
1649,An audiologist is a speech therapist who helps people with speech and language problems.,0
1649,An audiologist is a hearing aid technician who fits and adjusts hearing aids for patients.,0
1649,An audiologist is a music therapist who uses music to help people with mental and physical disabilities.,0
1650,"Salivary glands are located in your mouth, throat, and lips, producing saliva to moisten your mouth, initiate digestion, and protect your teeth from decay.",2
1650,Salivary glands are only found in the mouth and throat.,0
1650,Salivary glands are located in the inner cheek area (buccal mucosa) and extensively in other linings of your mouth and throat.,0
1650,Salivary glands are located in the lips and extensively in other linings of your mouth and throat.,0
1650,"Salivary glands are located in the inner cheek area (buccal mucosa) and in the throat, producing saliva to moisten your mouth and protect your teeth from decay.",0
1651,"L. monocytogenes is a Gram-positive, nonspore-forming, motile, facultatively anaerobic, rod-shaped bacterium.",2
1651,L. monocytogenes is a Gram-negative bacterium.,0
1651,"L. monocytogenes is a Gram-negative, spore-forming bacterium.",0
1651,"L. monocytogenes is a Gram-positive, spore-forming bacterium.",0
1651,"L. monocytogenes is a Gram-negative, non-motile bacterium.",0
1652,"Subclinical hypothyroidism occurs when the TSH is between 2.5 and 10 mIU/L and T3 and T4 are within normal limits, with or without thyroid antibodies.",2
1652,"Subclinical hypothyroidism is the first stage of the condition, where the thyroid is still able to produce enough thyroid hormone.",0
1652,"Subclinical hypothyroidism is the second stage of the condition, where the thyroid is unable to produce enough thyroid hormone.",0
1652,"Subclinical hypothyroidism is the fourth stage of the condition, where the thyroid is unable to produce enough thyroid hormone.",0
1652,"Subclinical hypothyroidism is the fifth stage of the condition, where the thyroid is unable to produce enough thyroid hormone.",0
1653,"The symptoms of meningitis may vary from person to person, but common signs include fever, severe headache, stiff neck, sensitivity to bright lights, drowsiness or confusion, and nausea and vomiting.",2
1653,Meningitis is a rare condition that only affects a small percentage of the population.,0
1653,Meningitis is only caused by bacterial infections and cannot be transmitted through casual contact.,0
1653,Meningitis symptoms are always the same for every person who contracts the disease.,0
1653,Meningitis is a mild condition that can be easily treated with over-the-counter medications.,0
1654,"During DNA replication, the two strands separate and each separate strand is used as a template to make a new strand.",2
1654,DNA replication occurs through the process of transcription.,0
1654,DNA replication is a process in which the genetic material is copied and passed on to the next generation.,0
1654,"DNA replication is a process in which the genetic material is copied and passed on to the next generation, but it is not accurate.",0
1654,"DNA replication is a process in which the genetic material is copied and passed on to the next generation, but it is not accurate, and it occurs through the process of transcription.",0
1655,"Delirium and depression are more common in older people, and depression can be triggered by the same medical problems that cause delirium.",2
1655,Delirium is a normal part of aging.,0
1655,Depression is a rare condition in older adults.,0
1655,Delirium is a symptom of depression in older people.,0
1655,Depression is a direct cause of delirium in older adults.,0
1656,"An intraoral X-ray is a radiograph that is taken with X-ray film placed inside the patient's mouth, providing a clear picture of the state of the patient's individual teeth.",2
1656,"An intraoral X-ray is a radiograph that is taken with X-ray film placed outside the patient's mouth, providing a clear picture of the state of the patient's individual teeth.",0
1656,"An intraoral X-ray is a radiograph that is taken with X-ray film placed on the patient's cheek, providing a clear picture of the state of the patient's individual teeth.",0
1656,"An intraoral X-ray is a radiograph that is taken with X-ray film placed on the patient's forehead, providing a clear picture of the state of the patient's individual teeth.",0
1656,"An intraoral X-ray is a radiograph that is taken with X-ray film placed on the patient's chest, providing a clear picture of the state of the patient's individual teeth.",0
1657,"Blood flows from the right atrium to the right ventricle, then to the pulmonary artery, and finally to the lungs for oxygenation.",2
1657,"Blood flows from the right atrium to the left ventricle, then to the aorta, and finally to the body.",0
1657,"Blood flows from the right ventricle to the left atrium, then to the pulmonary artery, and finally to the lungs for oxygenation.",0
1657,"Blood flows from the right ventricle to the left atrium, then to the pulmonary veins, and finally to the lungs for oxygenation.",0
1657,"Blood flows from the right atrium to the left ventricle, then to the pulmonary artery, and finally to the lungs for oxygenation.",0
1658,Saliva is needed for the proper functioning of the tongue.,2
1658,The tongue is responsible for producing saliva.,0
1658,The tongue is a muscle that helps in chewing food.,0
1658,The tongue is a part of the digestive system.,0
1658,The tongue is a part of the respiratory system.,0
1659,Normal blood pressure for adults is defined as a systolic pressure below 120 mmHg and a diastolic pressure below 80 mmHg.,2
1659,Blood pressure is always the same for everyone.,0
1659,Blood pressure is only affected by physical activity.,0
1659,Blood pressure is not influenced by emotional states.,0
1659,Blood pressure is only measured in millimeters of mercury (mmHg).,0
1660,A metabotropic receptor is a type of receptor that initiates a metabolic signaling cascade via second messenger signaling.,2
1660,Metabotropic receptors are only found in the nervous system.,0
1660,Metabotropic receptors are activated by the same neurotransmitters as ionotropic receptors.,0
1660,Metabotropic receptors are not involved in signal transduction.,0
1660,"Metabotropic receptors are only activated by dopamine, norepinephrine, and serotonin.",0
1661,Food poisoning symptoms can begin as quickly as four hours or as long as 24 hours after eating contaminated food.,2
1661,Food poisoning symptoms start immediately after eating contaminated food.,0
1661,Food poisoning symptoms start within a few minutes after eating contaminated food.,0
1661,Food poisoning symptoms start within an hour after eating contaminated food.,0
1661,Food poisoning symptoms start within a day after eating contaminated food.,0
1662,Obstructive sleep apnea is caused by the collapse of the airway during sleep.,2
1662,Obstructive sleep apnea is caused by a lack of oxygen during sleep.,0
1662,Obstructive sleep apnea is caused by a person's sleeping position.,0
1662,Obstructive sleep apnea is caused by a person's weight.,0
1662,Obstructive sleep apnea is caused by a person's age.,0
1663,"Dopamine is a neurotransmitter that plays a crucial role in the brain's reward system, regulating mood, motivation, and motor function.",2
1663,"Dopamine is a hormone that is primarily produced in the adrenal glands, regulating stress and energy levels.",0
1663,Dopamine is a neurotransmitter that is responsible for controlling the body's immune system and fighting off infections.,0
1663,Dopamine is a neurotransmitter that is primarily involved in the regulation of blood sugar levels and metabolism.,0
1663,Dopamine is a neurotransmitter that is primarily responsible for controlling the body's sleep-wake cycle and regulating sleep patterns.,0
1664,"Heparin is used to prevent and treat blood clots in the veins, arteries, or lungs.",2
1664,Heparin is a blood thinner used to treat high blood pressure.,0
1664,Heparin is a pain relief medication used for headaches and migraines.,0
1664,Heparin is a vitamin supplement used to boost the immune system.,0
1664,Heparin is a weight loss medication used to help people lose weight.,0
1665,"You would feel pain in your spleen at the lower, upper, left, and right parts of the abdomen.",2
1665,You would feel pain in your spleen only at the lower part of the abdomen.,0
1665,You would feel pain in your spleen only at the upper part of the abdomen.,0
1665,You would feel pain in your spleen only at the left part of the abdomen.,0
1665,You would feel pain in your spleen only at the right part of the abdomen.,0
1666,"Exposure to pollutants and irritants in the air, such as diesel exhaust, can cause a persistent cough, phlegm, and lung irritation.",2
1666,A persistent cough is only caused by allergies.,0
1666,Coughing is a natural response to clear the throat and should not be a cause for concern.,0
1666,Coughing is a sign of a weak immune system and can be treated with over-the-counter medications.,0
1666,Coughing is a symptom of a serious underlying medical condition and requires immediate medical attention.,0
1667,"Spontaneous breathing trial is a crucial step in the weaning process for patients on mechanical ventilation, as it helps predict the success of spontaneous breathing.",2
1667,Spontaneous breathing trials are only necessary for patients with specific respiratory conditions.,0
1667,Spontaneous breathing trials are not important for patients who have been on mechanical ventilation for a long time.,0
1667,Spontaneous breathing trials are not effective in determining the success of spontaneous breathing.,0
1667,Spontaneous breathing trials are not necessary for patients who have already been weaned from mechanical ventilation.,0
1668,"The incubation period for varicella is 14 to 16 days after exposure to a varicella or a herpes zoster rash, with a range of 10 to 21 days.",2
1668,The incubation period for varicella is 10 to 12 days after exposure to a varicella or a herpes zoster rash.,0
1668,The incubation period for varicella is 16 to 18 days after exposure to a varicella or a herpes zoster rash.,0
1668,The incubation period for varicella is 10 to 14 days after exposure to a varicella or a herpes zoster rash.,0
1668,The incubation period for varicella is 18 to 20 days after exposure to a varicella or a herpes zoster rash.,0
1669,"Sciatica is caused by the compression of the sciatic nerve, which can lead to pain running down the leg.",2
1669,Sciatica is a result of a pinched nerve in the lower back.,0
1669,Sciatica is caused by a herniated disc in the spine.,0
1669,Sciatica is a symptom of a spinal tumor.,0
1669,Sciatica is a side effect of a spinal injury.,0
1670,Diltiazem is metabolized by the cytochrome P450 system and is an inhibitor of CYP 3A4 activity.,2
1670,Diltiazem is metabolized by the liver and is not affected by the cytochrome P450 system.,0
1670,Diltiazem is metabolized by the kidneys and is not affected by the cytochrome P450 system.,0
1670,Diltiazem is metabolized by the cytochrome P450 system and is an inducer of CYP 3A4 activity.,0
1670,Diltiazem is metabolized by the cytochrome P450 system and is an inhibitor of CYP 1A2 activity.,0
1671,"The Vampire FaceLift® Procedure™ costs between $1,500 and $2,500 per injection.",2
1671,"The procedure costs between $500 and $1,000 per injection.",0
1671,"The cost of the procedure is around $3,000 per injection.",0
1671,"The cost of the procedure is approximately $10,000 per injection.",0
1671,The cost of the procedure is only $500 per injection.,0
1672,"Seaweed has been found to have anti-cancer properties, which can help in preventing and treating cancer.",2
1672,Seaweed can only be beneficial for cancer patients who are undergoing chemotherapy.,0
1672,"Seaweed is not effective in preventing cancer, as it only provides temporary relief.",0
1672,Seaweed can cause cancer due to its high levels of iodine.,0
1672,"Seaweed is not a reliable source of nutrients for cancer patients, as it lacks essential vitamins and minerals.",0
1673,"Meiosis maintains the same chromosome number in sexually reproducing organisms by producing haploid gametes from a diploid cell, which then fuse to form a diploid zygote.",2
1673,Meiosis restricts the multiplication of chromosome number and maintains the stability of the species.,0
1673,"Maternal and paternal genes get exchanged during crossing over, which increases genetic variation and contributes to the evolutionary process.",0
1673,"Meiosis is a process that ensures the proper segregation of chromosomes during gamete formation, preventing genetic disorders in offspring.",0
1673,"Meiosis is a process that allows for the production of haploid gametes, which increases the efficiency of sexual reproduction and ensures the survival of the species.",0
1674,"Cell degranulation is a process that releases antimicrobial cytotoxic or other molecules from secretory vesicles called granules found inside some cells, such as granulocytes, mast cells, natural killer cells, and cytotoxic T cells, to help destroy invading microorganisms.",2
1674,"Cell degranulation is a process that releases antimicrobial cytotoxic or other molecules from secretory vesicles called granules found inside some cells, such as granulocytes, mast cells, natural killer cells, and cytotoxic T cells, to help destroy invading microorganisms.",0
1674,"Cell degranulation is a process that releases antimicrobial cytotoxic or other molecules from secretory vesicles called granules found inside some cells, such as granulocytes, mast cells, natural killer cells, and cytotoxic T cells, to help destroy invading microorganisms.",0
1674,"Cell degranulation is a process that releases antimicrobial cytotoxic or other molecules from secretory vesicles called granules found inside some cells, such as granulocytes, mast cells, natural killer cells, and cytotoxic T cells, to help destroy invading microorganisms.",0
1674,"Cell degranulation is a process that releases antimicrobial cytotoxic or other molecules from secretory vesicles called granules found inside some cells, such as granulocytes, mast cells, natural killer cells, and cytotoxic T cells, to help destroy invading microorganisms.",0
1675,Pneumonia (lung inflammation) may also cause shortness of breath and a cough.,2
1675,Shortness of breath is always caused by lung inflammation.,0
1675,Shortness of breath is only caused by lung inflammation in people with COPD.,0
1675,Shortness of breath is a sign of a serious underlying medical condition.,0
1675,Shortness of breath is a normal symptom of aging.,0
1676,"A promoter is a region of DNA that initiates transcription of a particular gene, located near the transcription start sites of genes, on the same strand and upstream on the DNA.",2
1676,"A promoter is a region of DNA that initiates transcription of a particular gene, located near the transcription start sites of genes, on the opposite strand and downstream on the DNA.",0
1676,"A promoter is a region of DNA that initiates transcription of a particular gene, located near the transcription start sites of genes, on the same strand and downstream on the DNA.",0
1676,"A promoter is a region of DNA that initiates transcription of a particular gene, located near the transcription start sites of genes, on the opposite strand and upstream on the DNA.",0
1676,"A promoter is a region of DNA that initiates transcription of a particular gene, located near the transcription start sites of genes, on the opposite strand and downstream on the DNA.",0
1677,"Fetal alcohol syndrome symptoms vary in severity, with some children experiencing more severe physical, cognitive, and daily life challenges than others.",2
1677,Fetal alcohol syndrome only affects children born to mothers who consumed alcohol during pregnancy.,0
1677,Fetal alcohol syndrome is a rare condition that only occurs in a small percentage of children.,0
1677,"Fetal alcohol syndrome is caused by the consumption of alcohol during pregnancy, but the severity of symptoms is not influenced by the amount of alcohol consumed.",0
1677,Fetal alcohol syndrome is a genetic condition that is passed down through families.,0
1678,A genetically modified plant or animal has had some of its genes changed scientifically.,2
1678,Genetically modified foods are always unhealthy.,0
1678,Genetically modified crops are only used for commercial purposes.,0
1678,Genetically modified organisms (GMOs) are not found in nature.,0
1678,Genetically modified foods are banned in many countries.,0
1679,"A lubricated stomach tube is gently inserted through the mouth, into the esophagus, and down to the stomach. It's like a vacuum. When you get your stomach pumped, they use an apparatus for removing the contents of the stomach by means of suction.",2
1679,The stomach is pumped with a syringe to remove its contents.,0
1679,The stomach is pumped using a straw to suck out its contents.,0
1679,The stomach is pumped by injecting a special liquid to dissolve its contents.,0
1679,The stomach is pumped by using a vacuum cleaner to suck out its contents.,0
1680,"DNA molecules differ from one another due to variations in their base-pair sequences, which are specific sequences of nucleotides (adenine, thymine, guanine, and cytosine) that encode genes.",2
1680,"DNA molecules differ from one another because they contain different types of sugar molecules, such as deoxyribose and ribose.",0
1680,DNA molecules differ from one another because they have different lengths and structures.,0
1680,DNA molecules differ from one another because they are found in different organisms and have unique genetic information.,0
1680,DNA molecules differ from one another because they are synthesized in different laboratories and have distinct properties.,0
1681,"An endocrinologist is a doctor who has studied the endocrine system and its diseases, and they know how to diagnose and treat endocrine gland diseases.",2
1681,An endocrinologist is a specialist in the field of nutrition and diet.,0
1681,An endocrinologist is a doctor who focuses on the treatment of mental health disorders.,0
1681,An endocrinologist is a doctor who specializes in the treatment of heart diseases.,0
1681,An endocrinologist is a doctor who specializes in the treatment of respiratory diseases.,0
1682,PCP is a synthetic dissociative drug originally developed as a general anesthetic.,2
1682,PCP is a stimulant drug that increases energy levels.,0
1682,PCP is a hallucinogenic drug that causes vivid hallucinations.,0
1682,PCP is a pain-relieving drug that is used for chronic pain management.,0
1682,PCP is a depressant drug that causes sedation and relaxation.,0
1683,Hydronephrosis is a condition that occurs when the kidney swells due to the failure of normal drainage of urine from the kidney to the bladder.,2
1683,Hydronephrosis is a rare condition that affects both kidneys.,0
1683,"Hydronephrosis is a condition that occurs when the kidney swells due to the failure of normal drainage of urine from the kidney to the bladder, but it can affect both kidneys.",0
1683,"Hydronephrosis is a condition that occurs when the kidney swells due to the failure of normal drainage of urine from the kidney to the bladder, and it is more common in women.",0
1683,"Hydronephrosis is a condition that occurs when the kidney swells due to the failure of normal drainage of urine from the kidney to the bladder, and it is caused by a blockage in the ureter.",0
1684,"The integumentary system can get diseases such as psoriasis, athlete's foot, rosacea, impetigo, alopecia, dermatitis, and shingles.",2
1684,The integumentary system can only get diseases caused by bacteria.,0
1684,The integumentary system can only get diseases caused by viruses.,0
1684,The integumentary system can only get diseases caused by fungi.,0
1684,The integumentary system can only get diseases caused by genetic factors.,0
1685,"Hormone secretion is regulated by a homeostatic negative feedback control mechanism, which depends on factors influencing metabolism and excretion of hormones.",2
1685,Hormone secretion is solely regulated by hormone concentration.,0
1685,Hormone secretion is regulated by the rate of hormone biosynthesis.,0
1685,Hormone secretion is regulated by the rate of hormone excretion.,0
1685,Hormone secretion is regulated by the rate of hormone metabolism.,0
1686,Parasympathetic cell bodies reside either in the brain stem or in the sacral spinal cord.,2
1686,Parasympathetic cell bodies are located in the cerebral cortex.,0
1686,Parasympathetic cell bodies are found in the cerebellum.,0
1686,Parasympathetic cell bodies are located in the hypothalamus.,0
1686,Parasympathetic cell bodies are situated in the medulla oblongata.,0
1687,"Valium is a medication belonging to the drug class benzodiazepine and is prescribed for the treatment of anxiety, seizures, muscle spasms, and symptoms of alcohol withdrawal.",2
1687,Valium is a medication for treating stomach ulcers.,0
1687,Valium is a medication for treating stomach cancer.,0
1687,Valium is a medication for treating stomach pain.,0
1687,Valium is a medication for treating stomach acid reflux.,0
1688,"Thrush is an infection of the mouth caused by the candida fungus, also known as yeast.",2
1688,Thrush is a skin rash caused by a bacterial infection.,0
1688,Thrush is a skin rash caused by a viral infection.,0
1688,Thrush is a skin rash caused by an allergic reaction.,0
1688,Thrush is a skin rash caused by a parasitic infection.,0
