sentence,label
High temperatures and humidity,1
Stress and anxiety,0
Alcohol consumption,0
Certain medications,0
Hormonal imbalances,0
Cancer,2
Alcoholism,0
Stress (anxiety),0
Surgery,0
Diabetes,0
Fever,3
A T wave abnormality is caused by an imbalance in the electrical activity of the heart.,1
A T wave abnormality is caused by a heart attack.,0
A T wave abnormality is caused by a lack of exercise.,0
A T wave abnormality is caused by a high-fat diet.,0
A T wave abnormality is caused by stress.,0
"No obvious causes, which are usually associated with women.",2
Fever.,0
Heart conditions.,0
Stress.,0
Exercise.,0
capillaries,3
"Arteries carry nutrients and oxygen to the body's tissues, while veins return waste products and carbon dioxide back to the heart.",1
"Veins carry nutrients and oxygen to the body's tissues, while arteries return waste products and carbon dioxide back to the heart.",0
"Arteries and veins both carry nutrients and oxygen to the body's tissues, while waste products and carbon dioxide are transported by a separate system.",0
"Blood vessels transport nutrients and oxygen to the body's tissues, while waste products and carbon dioxide are transported by a separate system.",0
"Blood vessels transport waste products and carbon dioxide to the body's tissues, while nutrients and oxygen are transported by a separate system.",0
Capillaries,2
Arterioles,0
Veins,0
Lymphatic vessels,0
Lymph nodes,0
Light flashes in the periphery of your vision are usually caused by either a problem in your eye called vitreous detachment or ocular migraine.,3
A light flashing in your eyes can indicate a migraine aura.,1
A light flashing in your eyes can be a sign of a retinal detachment.,0
A light flashing in your eyes can be a symptom of a vitamin deficiency.,0
A light flashing in your eyes can be a side effect of certain medications.,0
A light flashing in your eyes can be a sign of an eye infection.,0
Light flashes in the periphery of your vision are usually caused by either a problem in your eye called vitreous detachment or ocular migraine.,2
Light flashes in the periphery of your vision are always caused by a problem in your eye called vitreous detachment.,0
Light flashes in the periphery of your vision are always caused by a problem in your eye called ocular migraine.,0
Light flashes in the periphery of your vision are never caused by a problem in your eye.,0
Light flashes in the periphery of your vision are always caused by a problem in your eye called vitreous detachment or ocular migraine.,0
"It stores instructions for making other large molecules, called proteins.",3
"DNA is the genetic material that carries the genetic information for the development, growth, and reproduction of all living organisms.",1
DNA is a molecule that stores information in the form of genes.,0
"DNA is a molecule that can be altered through mutations, which can lead to genetic disorders.",0
DNA is a molecule that can be used in forensic science to identify individuals.,0
DNA is a molecule that can be used in gene therapy to treat genetic disorders.,0
"DNA is the information molecule that stores instructions for making other large molecules, called proteins.",2
DNA is a long structure that carries genetic information.,0
DNA is a molecule that carries genetic information in the form of genes.,0
DNA is a molecule that stores instructions for making proteins in the form of genes.,0
DNA is a molecule that stores instructions for making proteins in the form of chromosomes.,0
Each hair cell is connected to a neuron from the cochlear branch of the vestibulocochlear nerve that transmits auditory information to the brain.,3
"Nerve cells, also known as neurons, are responsible for transmitting signals throughout the body, including the auditory system, which is essential for hearing.",1
"Nerve cells are responsible for transmitting signals in the auditory system, which is not related to hearing.",0
"Nerve cells are responsible for transmitting signals in the visual system, which is not related to hearing.",0
"Nerve cells are responsible for transmitting signals in the olfactory system, which is not related to hearing.",0
"Nerve cells are responsible for transmitting signals in the gustatory system, which is not related to hearing.",0
The cochlear branch of the vestibulocochlear nerve transmits auditory information to the brain.,2
The otolithic membranes in the vestibule of the inner ear detect static equilibrium.,0
The ear is a group of sensory organs that convert sound waves into electrical signals.,0
The ear is a group of sensory organs that detect static equilibrium.,0
The ear is a group of sensory organs that transmit auditory information to the brain.,0
40-49 °C,3
The raw food temperature limit is 40°F (4°C) for optimal food safety and preservation.,1
The raw food temperature limit is 50°F (10°C) for optimal food safety and preservation.,0
The raw food temperature limit is 60°F (15°C) for optimal food safety and preservation.,0
The raw food temperature limit is 70°F (21°C) for optimal food safety and preservation.,0
The raw food temperature limit is 80°F (26°C) for optimal food safety and preservation.,0
Raw foodists believe that heating food above 104-118 °F (40-49 °C) starts to degrade and destroy the enzymes in raw food that aid digestion.,2
A few raw foodists such as Douglas Graham dispute the importance of enzymes in foods.,0
Foods included on such diets have not been heated above 40 °C (104 °F).,0
Raw animal foodists believe that foods cooked above this temperature have lost a lot of their nutritional value and are less bioavailable.,0
"Raw foodists believe that heating food above 104-118 °F (40-49 °C) starts to degrade and destroy the enzymes in raw food that aid digestion, and they also believe that foods cooked above this temperature have lost a lot of their nutritional value and are less bioavailable.",0
salvaged to make new red blood cells.,3
Worn out cells are replaced by new cells through the process of cell division.,1
Worn out cells are broken down and recycled by the body.,0
Worn out cells are removed from the body through excretion.,0
Worn out cells are reused by the body for other functions.,0
Worn out cells are destroyed and removed from the body.,0
Worn out red blood cells are taken in by the spleen and destroyed.,2
Worn out cells are recycled to make new red blood cells.,0
Worn out cells are removed from the bloodstream and excreted.,0
Worn out cells are stored in the liver for future use.,0
Worn out cells are reabsorbed into the bloodstream and continue to circulate.,0
"redness, pain, tearing, and sensitivity to light.",3
"Mucous membrane pemphigoid is a rare autoimmune disease that affects the mucous membranes, causing blisters and sores.",1
Mucous membrane pemphigoid is caused by a deficiency in the immune system.,0
Mucous membrane pemphigoid is a contagious disease that can be spread through contact with affected individuals.,0
Mucous membrane pemphigoid is a skin condition that only affects the outer layer of the skin.,0
"Mucous membrane pemphigoid is a rare autoimmune disease that affects the mucous membranes, causing blisters and sores.",0
"Redness, pain, tearing, and sensitivity to light.",2
Blistering lesions on the skin.,0
Inflammation of the mucous membranes.,0
Affects only the eyes.,0
Affects only the mouth.,0
"an animal whose species normally derives its energy and nutrients from a diet consisting of a variety of food sources that may include plants, animals, algae, fungi and bacteria.",3
A panda is an omnivore.,1
A dolphin is an omnivore.,0
A bear is an omnivore.,0
A lion is a carnivore.,0
A rabbit is a herbivore.,0
"An omnivore is an animal that derives its energy and nutrients from a diet consisting of a variety of food sources, including plants, animals, algae, fungi, and bacteria.",2
An omnivore is a carnivore that only eats plants.,0
An omnivore is a herbivore that only eats meat.,0
"An omnivore is an animal that only eats a single type of food, such as plants or animals.",0
"An omnivore is an animal that only eats a specific type of food, such as plants or animals, but not both.",0
enzyme,3
Pepsin is produced in the stomach.,1
Pepsin is found in the small intestine.,0
Pepsin is secreted by the liver.,0
Pepsin is produced by the pancreas.,0
Pepsin is a digestive enzyme found in the mouth.,0
Pepsin is produced by glands in the mucous-membrane lining of the stomach.,2
Pepsin is synthesized in the liver and released into the stomach.,0
Pepsin is a byproduct of the digestion of proteins in the stomach.,0
Pepsin is a naturally occurring enzyme found in the stomach.,0
Pepsin is an enzyme that is not produced by the body.,0
an oncogene is any gene that encodes a protein able to transform cells in culture or to induce cancer in animals.,3
"Oncogenes are genes that, when mutated, can cause normal cells to become cancerous.",1
Oncogenes are genes that promote cell growth and division.,0
Oncogenes are genes that suppress tumor growth.,0
Oncogenes are genes that are responsible for the development of cancer.,0
Oncogenes are genes that are responsible for the development of cancer.,0
Oncogenes are genes that encode proteins able to transform cells in culture or induce cancer in animals.,2
Oncogenes are always derived from normal cellular genes (proto-oncogenes).,0
Oncogenes are not involved in cellular growth-controlling pathways.,0
Oncogenes are not related to the development of cancer.,0
Oncogenes are not derived from normal cellular genes (proto-oncogenes).,0
fatigue,3
Lack of exercise,1
Poor diet,0
Depression,0
Medication side effects,0
Anemia,0
Anemia due to iron deficiency,2
Bleeding from the colon or stomach,0
Monthly blood loss in menstruating women,0
Frequent blood donations,0
Colon cancer at an early treatable stage,0
inflammation of the seminal vesicles and vas deferens.,3
a rare condition affecting the seminal vesicles,1
a common condition affecting the prostate,0
a bacterial infection affecting the testicles,0
a viral infection affecting the kidneys,0
a genetic disorder affecting the bladder,0
Inflammation of the seminal vesicles and vas deferens.,2
A condition that occurs in association with prostatitis.,0
"Causes pain in the perineum, groin, and scrotum.",0
Associated with a high temperature.,0
A rare condition that affects only a small percentage of the population.,0
Hepatitis C,3
Hepatitis B,1
Hepatitis C,0
HIV,0
Malaria,0
Lyme disease,0
Hepatitis C,2
Hepatitis B,0
HIV,0
Lyme disease,0
Malaria,0
Gastrogastric fistula is a possible complica-tion of Roux-en-Y gastric bypass and its laparoscopic treatment is feasible.,3
!,1
!,0
!,0
!,0
!,0
Gastrogastric fistula,2
Obesity,0
Bariatric surgery,0
Gastric bypass,0
Fistula,0
"chickens, ducks, and turkeys.",3
Migratory birds,1
Domestic poultry,0
Wild birds,0
Hummingbirds,0
Penguins,0
Chickens,2
Ducks,0
Turkeys,0
Pigeons,0
Parrots,0
neurotransmitters,3
Neurotransmitter,1
Electrical signal,0
Hormone,0
Chemical signal,0
Nerve impulse,0
Neurotransmitter,2
Electrical signal,0
Hormone,0
Chemical signal,0
Nerve impulse,0
1964,3
Zika began in the 1940s.,1
Zika began in the 1950s.,0
Zika began in the 1960s.,0
Zika began in the 1970s.,0
Zika began in the 1980s.,0
The first well documented case of Zika virus was in 1964.,2
Zika virus began in 1950.,0
Zika virus started in 1970.,0
Zika virus originated in 1980.,0
Zika virus emerged in 1990.,0
$100 to $150 for the single required shot.,3
The meningococcal vaccine cost varies depending on the type and location.,1
The meningococcal vaccine is always free for everyone.,0
The meningococcal vaccine is only available in certain countries.,0
The meningococcal vaccine is only available for children.,0
The meningococcal vaccine is not recommended for adults.,0
The meningococcal vaccine cost at CVS Pharmacy's Minute Clinics is $112.,2
The meningococcal vaccine cost at the University of Kansas student health clinic is $101 for students and $140 for non-students.,0
The meningococcal vaccine cost for patients not covered by health insurance ranges from $100 to $150.,0
The meningococcal vaccine cost at CVS Pharmacy's Minute Clinics is $101 for students and $140 for non-students.,0
The meningococcal vaccine cost at the University of Kansas student health clinic is $112 for students and $140 for non-students.,0
five to six days,3
24 hours,1
48 hours,0
72 hours,0
1 week,0
2 weeks,0
You are contagious for about five to six days after having the flu.,2
You are contagious for one to two days before your symptoms appear.,0
You are contagious for a week after having the flu.,0
You are contagious for up to three weeks after having the flu.,0
"You are contagious for a week after having the flu, but it depends on the severity of the flu.",0
Marijuana is the most commonly used illicit drug among adolescents.,3
Alcohol,1
Marijuana,0
Prescription medications,0
Cocaine,0
Heroin,0
Marijuana,2
Alcohol,0
Cocaine,0
Heroin,0
Tobacco,0
"Patients with Graves' disease often have symptoms of anxiety, nervousness, fluctuating moods and irritability that resolve when thyroid hormone levels return to the normal range.",3
Graves' disease is an autoimmune disorder that affects the thyroid gland.,1
Graves' disease causes the thyroid gland to produce excess thyroid hormones.,0
"Graves' disease can lead to a variety of physical symptoms, such as weight loss, anxiety, and tremors.",0
Graves' disease can be treated with medications or surgery to reduce thyroid hormone levels.,0
Graves' disease is a rare condition that only affects a small percentage of the population.,0
"Graves' disease patients often experience anxiety, nervousness, fluctuating moods, and irritability.",2
These symptoms are caused by an overdose of anti-thyroid drugs.,0
These symptoms are a result of permanent hypothyroidism due to treatment.,0
These symptoms are not related to Graves' disease.,0
These symptoms are only seen in patients with Hashimoto's thyroiditis.,0
"headaches, a common symptom of allergies.If the allergen is something you breathe in from the air, your reaction will most likely affect your eyes, nose and lungs. If it's something you eat, it may affect your mouth, stomach and intestines.",3
"An allergy causes your immune system to overreact to a harmless substance, leading to symptoms such as sneezing, itching, and hives.",1
An allergy makes you feel sick and tired all the time.,0
An allergy is a genetic condition that you are born with.,0
An allergy is caused by a lack of exposure to certain allergens.,0
An allergy is a temporary condition that will go away on its own.,0
"An allergy causes your immune system to react to a harmless substance, releasing histamine which leads to allergy symptoms.",2
An allergy only affects your respiratory system.,0
An allergy only affects your digestive system.,0
An allergy only affects your skin.,0
An allergy only affects your eyes.,0
neurological disorders such as schizophrenia and Alzheimer's disease.,3
"Phantosmia is caused by a problem in the olfactory system, such as a sinus infection or a deviated septum.",1
"Phantosmia is caused by a psychological issue, such as stress or anxiety.",0
"Phantosmia is caused by a neurological disorder, such as a brain tumor or a stroke.",0
"Phantosmia is caused by a medication side effect, such as antibiotics or antihistamines.",0
"Phantosmia is caused by a food allergy or sensitivity, such as to spicy foods or dairy products.",0
"Phantosmia is a condition where a person experiences a phantom smell or odor, often unpleasant, that is not actually present in the environment.",2
Phantosmia is a rare condition that only affects a small percentage of the population.,0
"Phantosmia is caused by a problem with the olfactory system, such as a sinus infection or a head injury.",0
"Phantosmia is a symptom of a mental health disorder, such as schizophrenia or Alzheimer's disease.",0
"Phantosmia is a side effect of certain medications, such as antidepressants or antipsychotics.",0
"When taken at the recommended dose of no more than 1,200 mg per day for a short duration, the risk of kidney harm from ibuprofen is minimal for most people. In certain situations, however, ibuprofen may damage the kidneys, leading to sudden failure or long-term kidney disease.",3
Ibuprofen can harm kidneys by causing inflammation and reducing their ability to filter waste products.,1
Ibuprofen is a safe pain reliever with no known side effects on kidneys.,0
Ibuprofen can only harm kidneys if taken in excessive amounts.,0
Ibuprofen is a natural remedy that actually improves kidney function.,0
Ibuprofen has no effect on kidneys and can be taken without any concerns.,0
Ibuprofen can harm kidneys by causing sudden failure or long-term kidney disease when taken at high doses or for extended periods.,2
Ibuprofen damages kidneys by directly affecting their function and structure.,0
Ibuprofen is safe for kidneys as long as it is taken at the recommended dose and for a short duration.,0
"Ibuprofen has no effect on kidneys, regardless of the dose or duration of use.",0
Ibuprofen can only harm kidneys in people with pre-existing kidney issues.,0
Certain newly developed antibiotics including amoxicillin and ampicillin have been reported to cause false positives for cocaine.,3
False positives for codeine can be caused by cross-reactivity with other opioids or substances.,1
False positives can occur due to the presence of other drugs or substances in the body.,0
False positives can be caused by the use of certain medications or supplements.,0
False positives can be a result of poor sample collection or handling.,0
False positives can be caused by the presence of metabolites in the body.,0
"Codeine, which is found in many pain relievers, may cause a false positive for morphine or heroin because of its similar chemical structure.",2
Antibiotics. Certain newly developed antibiotics including amoxicillin and ampicillin have been reported to cause false positives for cocaine.,0
DHEA,0
False positives for codeine can be caused by antibiotics like amoxicillin and ampicillin.,0
"False positives for codeine can be caused by antibiotics like amoxicillin and ampicillin, as well as DHEA.",0
a gland (as a salivary gland or part of the pancreas) that releases a secretion external to or at the surface of an organ by means of a canal or duct.,3
"Exocrine glands are specialized organs that secrete substances, such as enzymes or hormones, into the body's external environment.",1
"Exocrine glands are part of the endocrine system, which regulates hormone levels in the body.",0
"Exocrine glands are responsible for producing sweat, which helps regulate body temperature.",0
Exocrine glands are primarily involved in the digestion of food.,0
"Exocrine glands are responsible for producing tears, which help maintain eye health.",0
Exocrine glands release secretions through ducts or canals to the surface of an organ.,2
Exocrine glands are found only in the digestive system.,0
Exocrine glands secrete substances directly into the bloodstream.,0
Exocrine glands are responsible for producing hormones.,0
Exocrine glands are part of the endocrine system.,0
"$5,000",3
Periodontal surgery costs vary depending on the complexity of the procedure and the dentist's experience.,1
Periodontal surgery costs are always the same for all patients.,0
Periodontal surgery costs are covered by insurance for all patients.,0
Periodontal surgery costs are significantly lower in developing countries.,0
Periodontal surgery costs are not affected by the dentist's experience.,0
The cost of periodontal surgery can vary greatly depending on the amount of work needed and the dentist performing the surgery.,2
"Periodontal surgery is always expensive and costs around $5,000.",0
The cost of periodontal surgery is fixed at $500 for all patients.,0
The cost of periodontal surgery is not affected by the dentist performing the surgery.,0
Periodontal surgery costs are not influenced by the amount of work needed.,0
Dermatitis,3
Dermatitis,1
Eczema,0
Psoriasis,0
Urticaria,0
Cellulitis,0
Dermatitis,2
Skin infection,0
Rashes,0
Eczema,0
Skin irritation,0
"O2 sat, chest X-ray (CXR), complete blood count (CBC), sputum Gram stain, and sputum culture.",3
Chest X-ray,1
Blood test,0
CT scan,0
Bronchoscopy,0
Sputum culture,0
Chest X-ray (CXR),2
Oxygen saturation (O2 sat),0
Complete blood count (CBC),0
Sputum Gram stain,0
Sputum culture,0
alanine transaminase,3
"ALT stands for alanine aminotransferase, which is an enzyme that helps measure liver function in blood work.",1
ALT is a measure of kidney function in blood work.,0
ALT is a measure of heart health in blood work.,0
ALT is a measure of blood sugar levels in blood work.,0
ALT is a measure of cholesterol levels in blood work.,0
"ALT stands for alanine transaminase, which is a liver function test that measures the level of enzymes in the blood.",2
ALT is a test for liver damage.,0
ALT is a test for kidney function.,0
ALT is a test for liver cancer.,0
ALT is a test for liver inflammation.,0
30-180 days,3
The incubation period of hepatitis B is typically 30 to 90 days.,1
Hepatitis B has a short incubation period of only 10 days.,0
The incubation period of hepatitis B is longer than 180 days.,0
Hepatitis B has an incubation period of only 1 day.,0
The incubation period of hepatitis B is less than 30 days.,0
"The incubation period for hepatitis B virus (HBV) is 30-180 days (average, approximately 75 days).",2
"Patients then enter the prodromal or preicteric phase, characterized by the gradual onset of anorexia, malaise, and fatigue.",0
"The incubation period of hepatitis E virus (HEV) is 2-9 weeks (average, 45 days).",0
HEV usually causes an acute self-limited disease similar to HASV infection.,0
"In women who are pregnant, HEV infection has a case-fatality rate of 15-20%.",0
Clostridium tetani bacteria,3
Tetanus is caused by the bacterium Clostridium tetani.,1
Tetanus is a result of poor hygiene and sanitation.,0
Tetanus is a rare disease that only affects a small number of people.,0
Tetanus is caused by a virus that spreads through the air.,0
Tetanus is a vaccine-preventable disease.,0
Tetanus is caused by the Clostridium tetani bacteria.,2
Tetanus is a result of a bite from an infected animal.,0
Tetanus is a side effect of vaccination.,0
Tetanus is caused by a lack of vitamin C in the diet.,0
Tetanus is caused by a lack of sunlight exposure.,0
"is an essential amino acid that is found in foods such as yogurt, cheese, meats and beans. It is available as a dietary supplement that is used to treat some metabolic disorders",3
"L-Lysine is an essential amino acid that plays a crucial role in protein synthesis and the production of collagen, elastin, and carnitine.",1
L-Lysine is a non-essential amino acid that can be synthesized by the body.,0
L-Lysine is a vitamin that aids in the absorption of calcium and magnesium.,0
L-Lysine is a type of sugar that provides energy for the body.,0
L-Lysine is a mineral that helps regulate blood pressure.,0
"L-lysine is an essential amino acid found in foods like yogurt, cheese, meats, and beans.",2
L-lysine is a non-essential amino acid that can be synthesized by the body.,0
L-lysine is a dietary supplement used to treat only metabolic disorders.,0
L-lysine is an amino acid that is not found in any food sources.,0
L-lysine is a vitamin that is essential for the body's immune system.,0
binary fission.,3
Binary fission,1
Fertilization,0
Meiosis,0
Gamete formation,0
None of the above,0
Binary fission,2
Fertilization,0
Meiosis,0
Gamete formation,0
None of the above,0
"hydrogen cyanide, carbon monoxide, and ammonia",3
Nicotine,1
Tar,0
Carbon monoxide,0
Formaldehyde,0
Cadmium,0
Tobacco smoke contains many chemicals that are harmful to both smokers and nonsmokers.,2
Breathing even a little tobacco smoke can be harmful.,0
Only a few chemicals in tobacco smoke are harmful.,0
Tobacco smoke contains no cancer-causing chemicals.,0
Tobacco smoke contains only nicotine and no other harmful substances.,0
"decreased oxygen levels in the blood, and is most often associated with sleepiness or boredom.",3
Yawning is a natural response to increase oxygen intake and regulate body temperature.,1
Yawning is a sign of boredom or tiredness.,0
Yawning is a way to communicate with others.,0
Yawning is a way to stretch your jaw muscles.,0
Yawning is a way to relieve stress.,0
"Yawning is a reflexive deep inhalation caused by decreased oxygen levels in the blood, and is most often associated with sleepiness or boredom.",2
Yawning is a sign of stress or anxiety.,0
Yawning is a way to cool down the body.,0
Yawning is a way to stretch the jaw muscles.,0
Yawning is a way to communicate with others.,0
the slippery tissue that covers the ends of bones in a joint.,3
Cartilage is a flexible connective tissue that provides support and cushioning in the body.,1
Cartilage is a type of bone that is hard and rigid.,0
Cartilage is a type of muscle that contracts and expands.,0
Cartilage is a type of fat that stores energy.,0
Cartilage is a type of skin that protects the body.,0
"Cartilage is a flexible connective tissue that covers the ends of bones in a joint, allowing bones to glide over each other and absorb shock during movement.",2
"Cartilage is a hard, rigid tissue that covers the ends of bones in a joint, preventing them from rubbing together.",0
"Cartilage is a type of bone tissue that covers the ends of bones in a joint, providing cushioning and support during movement.",0
"Cartilage is a type of muscle tissue that covers the ends of bones in a joint, allowing for smooth and efficient movement.",0
"Cartilage is a type of connective tissue that covers the ends of bones in a joint, providing lubrication and shock absorption during movement.",0
"the first or proximal portion of the small intestine, extending from the pylorus to the jejunum.",3
"The duodenum is the first part of the small intestine, located between the stomach and the jejunum.",1
"The duodenum is a part of the large intestine, which is responsible for absorbing nutrients from food.",0
"The duodenum is a part of the digestive system, but it is not involved in the process of digestion.",0
"The duodenum is a part of the respiratory system, where it helps in the process of breathing.",0
"The duodenum is a part of the circulatory system, where it plays a role in the transportation of blood.",0
"The duodenum is the first or proximal portion of the small intestine, extending from the pylorus to the jejunum.",2
It is responsible for the digestion of food.,0
The duodenum is a part of the digestive system.,0
It is not involved in the digestion process.,0
The duodenum is the last part of the small intestine.,0
"a surgical procedure to remove a vertebral body, usually to decompress the spinal cord.",3
"A corpectomy is a surgical procedure that involves removing a portion of the vertebral column, including the vertebrae and intervertebral discs.",1
A corpectomy is a procedure that involves removing the entire vertebral column.,0
A corpectomy is a surgery that involves removing the spinal cord.,0
A corpectomy is a procedure that involves removing only the intervertebral discs.,0
A corpectomy is a surgery that involves removing the entire spinal column.,0
"A corpectomy is a surgical procedure to remove a vertebral body, usually to decompress the spinal cord.",2
The procedure involves removing the entire vertebral body and adjacent discs.,0
"It is performed to alleviate pressure on the spinal cord, which is causing spinal stenosis and cervical myelopathy.",0
The surgery is only performed on the cervical spine.,0
The procedure is not effective in treating spinal stenosis and cervical myelopathy.,0
hydrogenosomes,3
The cristae increase the surface area for ATP synthesis.,1
The mitochondrial matrix contains the enzymes for ATP synthesis.,0
The inner mitochondrial membrane is the site of ATP synthesis.,0
The mitochondrial DNA encodes the genes for ATP synthesis.,0
The mitochondrial respiratory chain is responsible for ATP synthesis.,0
Hydrogenosomes,2
Mitochondrial DNA,0
Mitochondrial respiratory chain,0
Mitochondrial cristae,0
Mitochondrial matrix,0
"Coughing or wheezing occurs because the lungs are inflamed and are at risk of developing permanent scars, or a collapsed lung lobe. Any cough is a serious matter, especially if chronic, frequent or daily. A cat showing any of the crisis symptoms, blue lips or nose, frothy drooling, or obvious difficulty breathing requires immediate, emergency vet attention.",3
"Cat asthma is caused by allergies to environmental factors such as pollen, dust, and mold.",1
Cat asthma is caused by a genetic predisposition to respiratory issues.,0
Cat asthma is caused by a lack of proper nutrition and exercise.,0
Cat asthma is caused by exposure to cigarette smoke and air pollution.,0
Cat asthma is caused by a viral infection.,0
Allergies,2
Infections,0
Exposure to irritants,0
Genetic predisposition,0
Obesity,0
Viruses have to attach them selves by way of a protein called a recognition factor. They bind to receptors on the host cell and then lose their capsid (coat).,3
"Viruses attach themselves to host cells through specific proteins called viral surface proteins, which recognize and bind to receptors on the host cell surface.",1
Viruses attach themselves to host cells by injecting their genetic material directly into the host cell.,0
Viruses attach themselves to host cells by using their own cellular machinery to produce new viral particles.,0
Viruses attach themselves to host cells by hijacking the host cell's own cellular machinery to produce new viral particles.,0
"Viruses attach themselves to host cells by using their own cellular machinery to produce new viral particles, which then inject their genetic material directly into the host cell.",0
Viruses attach themselves to host cells by using a protein called a recognition factor.,2
Viruses attach themselves to host cells by binding to receptors on the host cell.,0
Viruses attach themselves to host cells by losing their capsid (coat) after binding to receptors.,0
Viruses attach themselves to host cells by using a protein called a recognition factor and binding to receptors on the host cell.,0
Viruses attach themselves to host cells by losing their capsid (coat) after binding to receptors and using a protein called a recognition factor.,0
The ventricular system is a set of four interconnected cavities (ventricles) in the brain and the location of CSF production. This system is continuous with the central canal of the spinal cord.,3
The ventricles of the brain are four interconnected cavities that produce and store cerebrospinal fluid.,1
The ventricles are responsible for producing and distributing blood throughout the body.,0
"The ventricles are a part of the respiratory system, responsible for oxygen exchange.",0
"The ventricles are a part of the digestive system, responsible for breaking down food.",0
"The ventricles are a part of the circulatory system, responsible for pumping blood throughout the body.",0
The ventricular system is a set of four interconnected cavities in the brain.,2
The ventricular system is located in the spinal cord.,0
The ventricular system is composed of only two ventricles.,0
The ventricular system is not connected to the central canal of the spinal cord.,0
The ventricular system is not involved in the production of CSF.,0
vitamin C-rich foods.,3
Drinking caffeinated beverages can temporarily raise blood pressure.,1
Eating a diet rich in potassium can help lower blood pressure.,0
Exercise can help lower blood pressure.,0
Drinking alcohol can lower blood pressure.,0
Eating a diet high in salt can raise blood pressure.,0
Vitamin C is an antioxidant that helps prevent free radicals from damaging artery walls.,2
Vitamin C may help improve high blood pressure.,0
You can take a supplement or eat vitamin C-rich foods to increase your intake.,0
You should do everything you can at home to keep your blood pressure down.,0
Vitamin C is not an effective home remedy for blood pressure.,0
24 hours,3
2-3 days,1
1 week,0
2 weeks,0
1 month,0
2 months,0
24 hours,2
24 hours,0
24 hours,0
24 hours,0
24 hours,0
no,3
"Yes, forskolin extract is good for weight loss.",1
"No, forskolin extract is not good for weight loss.",0
Forskolin extract is only effective for a short period of time.,0
Forskolin extract has no effect on weight loss.,0
Forskolin extract is dangerous for weight loss.,0
"Yes, Forskolin extract is good for weight loss.",2
Forskolin extract is not effective for weight loss.,0
Forskolin extract is only effective for weight loss when combined with other supplements.,0
Forskolin extract is only effective for weight loss when used in conjunction with a specific diet plan.,0
Forskolin extract is not recommended for weight loss due to potential side effects.,0
every spinal nerve.,3
Dorsal root ganglia are clusters of sensory neurons that transmit information from the periphery to the spinal cord.,1
Dorsal root ganglia are responsible for controlling the movement of the limbs.,0
Dorsal root ganglia are located in the brain and play a role in cognitive functions.,0
Dorsal root ganglia are involved in the regulation of blood pressure.,0
Dorsal root ganglia are responsible for the transmission of motor signals from the spinal cord to the muscles.,0
"Dorsal root ganglia are the ganglion on the dorsal root of every spinal nerve, where the cell bodies of sensory neurons are located.",2
Dorsal root ganglia are located in the brain and are responsible for transmitting sensory information.,0
Dorsal root ganglia are part of the peripheral nervous system and are involved in the transmission of motor information.,0
Dorsal root ganglia are located in the spinal cord and are involved in the transmission of sensory information.,0
Dorsal root ganglia are located in the spinal cord and are involved in the transmission of motor information.,0
46,3
46 chromosomes occur in a normal human somatic cell.,1
48 chromosomes occur in a normal human somatic cell.,0
23 chromosomes occur in a normal human somatic cell.,0
24 chromosomes occur in a normal human somatic cell.,0
44 chromosomes occur in a normal human somatic cell.,0
46,2
23,0
48,0
24,0
22,0
24 hours,3
Impetigo is a bacterial infection that typically develops within 2-3 days after exposure.,1
Impetigo can take up to a week to develop after exposure.,0
Impetigo can develop within 24 hours after exposure.,0
Impetigo can take up to a month to develop after exposure.,0
Impetigo can develop within 10 minutes after exposure.,0
"After exposure, it takes four to 10 days to develop the infection.",2
Impetigo is a common skin infection in young children.,0
As long as the sores are oozing and moist and until 24 hours after antibiotic treatment is started.,0
Impetigo can only occur in young children.,0
Impetigo is a skin infection that cannot be treated with antibiotics.,0
"metformin, exenatide and a class of drugs called the thiazolidinediones",3
Metformin is a commonly prescribed medication for insulin resistance.,1
Insulin resistance can be treated with lifestyle changes alone.,0
Insulin resistance is a condition where the body does not respond to insulin properly.,0
Insulin resistance is a rare condition that only affects a small percentage of the population.,0
Insulin resistance is a condition where the body produces too much insulin.,0
Metformin is a medication that helps improve insulin resistance.,2
Exenatide is a medication that helps improve insulin resistance.,0
Thiazolidinediones are a class of drugs that help improve insulin resistance.,0
Metformin is approved for the treatment of type 2 diabetes but not for the treatment of insulin resistance alone.,0
Exenatide is approved for the treatment of type 2 diabetes but not for the treatment of insulin resistance alone.,0
glomeruli,3
glomeruli,1
glomeruluses,0
glomeruluses,0
glomeruluses,0
glomeruluses,0
glomeruli,2
glomeruli,0
glomeruli,0
glomeruli,0
glomeruli,0
about $18 to $22 per tab,3
Aromasin is a medication used to treat breast cancer.,1
Aromasin is a steroidal anti-estrogen.,0
Aromasin is a type of birth control.,0
Aromasin is a weight loss supplement.,0
Aromasin is a vitamin supplement.,0
"Aromasin tablets cost about $18 to $22 per tab or around $1,700 to $2,000 per pack containing 90 tabs.",2
Aromasin is a type of hormone therapy medication classified as an aromatase inhibitor and used to treat breast cancer.,0
"The cost of Aromasin at Costco is $465 for 30 days and $1,368 for 90 days.",0
Aromasin is a type of hormone therapy medication classified as an aromatase inhibitor and used to treat breast cancer.,0
"The cost of Aromasin at Costco is $465 for 30 days and $1,368 for 90 days.",0
each side of the chest.,3
Pectoral muscles are located in the chest area.,1
Pectoral muscles are found in the arms.,0
Pectoral muscles are located in the back.,0
